company_name,date_of_registration,month_name,state,roc,category,class,company_type,activity_code,activity_description
SMART VALUE INFOLABS PRIVATE LIMITED  ,13/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,52200,Trading
KHEYEH SYSTEMS INDIA PRIVATE LIMITED  ,13/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,72200,Business Services
STARTUPKONNECT (OPC) PRIVATE LIMITED  ,13/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private(One Person Company),Non-govt company,74999,Business Services
SADAIV ENTERPRISES PRIVATE LIMITED  ,13/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,74999,Business Services
EYRIE AND ASSOCIES INDIA PRIVATE LIMITED  ,13/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,26990,"Manufacturing (Metals & Chemicals, and products thereof)"
SARVODAYA CONSTRUCTION & ENGINEERING PRIVATE LIMITED ,13/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,45309,Construction
SUSHRAS PRIVATE LIMITED  ,13/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,72900,Business Services
CELESTINO PRIVATE LIMITED  ,13/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,36109,Manufacturing (Others)
KROWN UPVC PROFILES INDIA PRIVATE LIMITED ,13/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,25209,"Manufacturing (Metals & Chemicals, and products thereof)"
SHARSTI MOTORS PRIVATE LIMITED  ,13/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,50402,Trading
BINDAS MARKETING AND TRADING (OPC) PRIVATE LIMITED ,13/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private(One Person Company),Non-govt company,51909,Trading
NICEDREAMS TECHNOLOGIES PRIVATE LIMITED  ,13/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,72900,Business Services
HARIOM IMPORT AND EXPORT CONSULTANCY PRIVATE LIMITED ,13/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,74140,Business Services
MODERNMIND CONSULTANCY SERVICES PRIVATE LIMITED ,13/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,74999,Business Services
ASR LIFESPACE PRIVATE LIMITED  ,13/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,70109,Real Estate and Renting
CLASSIC AUTO PRIVATE LIMITED  ,13/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,50400,Trading
ARJK DEVELOPERS PRIVATE LIMITED  ,13/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,70100,Real Estate and Renting
MOODY MOON DSR HOSPITALITY PRIVATE LIMITED ,13/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,55209,Trading
BDL ENGINEERING PRIVATE LIMITED  ,13/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,45309,Construction
BUYYA INFRA PROJECTS PRIVATE LIMITED  ,13/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,45400,Construction
SNEHJAY MART PRIVATE LIMITED  ,13/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,52609,Trading
TIKABALI FARM PRODUCER COMPANY LIMITED  ,13/04/21,Apr-21,Orissa,RoC-Cuttack,Company limited by Shares,Private,Non-govt company,1110,Agriculture and Allied Activities
FAZILKA ORGANIC PRODUCER COMPANY LIMITED  ,13/04/21,Apr-21,Punjab,RoC-Chandigarh,Company limited by Shares,Private,Non-govt company,1400,Agriculture and Allied Activities
SBO BAZAAR PRIVATE LIMITED  ,13/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,72200,Business Services
SHREE BHAGWAN GAD URBAN NIDHI LIMITED  ,13/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Public,Non-govt company,65990,Finance
TEQEASY INFO SYSTEMS PRIVATE LIMITED  ,13/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,72900,Business Services
AMANECER WASTE MANAGEMENT PRIVATE LIMITED ,13/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,37200,Manufacturing (Others)
MADHUR-PRABHAT FARMER PRODUCER COMPANY LIMITED ,13/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
NASEEM INSTITUTE OF PARAMEDICAL COUNCIL  ,13/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,80302,"Community, personal & Social Services"
LINK INTERNET TECHNOLOGY PRIVATE LIMITED  ,13/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,72200,Business Services
SKNS TRADERS PRIVATE LIMITED  ,13/04/21,Apr-21,Chattisgarh,RoC-Chhattisgarh,Company limited by Shares,Private,Non-govt company,27100,"Manufacturing (Metals & Chemicals, and products thereof)"
CONNECTEK CONSULT-IT PRIVATE LIMITED  ,13/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,72900,Business Services
AHV HEALTHCARE SERVICES PRIVATE LIMITED  ,13/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,85110,"Community, personal & Social Services"
3N HEALTH PRODUCTS PRIVATE LIMITED,13/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,15490,Manufacturing (Food stuffs)
WESOFY TECHNOLOGY PRIVATE LIMITED  ,13/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,72900,Business Services
HEARTH KITCHEN PRIVATE LIMITED  ,13/04/21,Apr-21,Kerala,RoC-Ernakulam,Company limited by Shares,Private,Non-govt company,55101,Trading
PROTECTION MY TIME PRIVATE LIMITED  ,13/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,93090,"Community, personal & Social Services"
EPIC TECHNOMET PRIVATE LIMITED  ,13/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,28990,"Manufacturing (Metals & Chemicals, and products thereof)"
TAP ACADEMY PRIVATE LIMITED  ,13/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,80900,"Community, personal & Social Services"
PINK IVORY INDUSTRIES PRIVATE LIMITED  ,13/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,27320,"Manufacturing (Metals & Chemicals, and products thereof)"
PANDA ON MARS PRIVATE LIMITED  ,13/04/21,Apr-21,Himachal Pradesh,RoC-HimachalPradesh,Company limited by Shares,Private,Non-govt company,52100,Trading
LUNA SELENE PRIVATE LIMITED  ,13/04/21,Apr-21,Tamil Nadu,RoC-Coimbatore,Company limited by Shares,Private,Non-govt company,15490,Manufacturing (Food stuffs)
MDA MOTORS PRIVATE LIMITED  ,13/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,50400,Trading
PADM ACCOUNTING AND DATA MANAGEMENT PRIVATE LIMITED ,13/04/21,Apr-21,Madhya Pradesh,RoC-Gwalior,Company limited by Shares,Private,Non-govt company,74120,Business Services
BAYOFTECH PRIVATE LIMITED  ,13/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,72900,Business Services
AURORA MEDICARE PRIVATE LIMITED  ,13/04/21,Apr-21,Andhra Pradesh,RoC-Vijayawada,Company limited by Shares,Private,Non-govt company,85100,"Community, personal & Social Services"
INTECON TECHNOLOGIES PRIVATE LIMITED  ,13/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,51100,Trading
BAL MARUTI OIL PRIVATE LIMITED  ,13/04/21,Apr-21,Bihar,RoC-Patna,Company limited by Shares,Private,Non-govt company,15490,Manufacturing (Food stuffs)
BHAGWAN BUDHA INFRA TECH PRIVATE LIMITED  ,13/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,74910,Business Services
AKSHAYAVAT FARMER PRODUCER COMPANY LIMITED ,13/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,1110,Agriculture and Allied Activities
ARNA DAIRY FARM PRIVATE LIMITED  ,13/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,15490,Manufacturing (Food stuffs)
ELECTRO-VIEW IT SOLUTION INDIA PRIVATE LIMITED ,13/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,31900,Manufacturing (Machinery & Equipments)
ASTIC ORGANIC FOUNDATION  ,13/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
PEOPLE RADIUS (OPC) PRIVATE LIMITED  ,13/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private(One Person Company),Non-govt company,74999,Business Services
FACTUM FOODS PRIVATE LIMITED  ,13/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,51909,Trading
ETERNALPACE TECHNOLOGIES PRIVATE LIMITED  ,13/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,72900,Business Services
TANKISH INFRATECH PRIVATE LIMITED  ,13/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,70103,Real Estate and Renting
AXPERT SCALE PRIVATE LIMITED  ,13/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,31904,Manufacturing (Machinery & Equipments)
LIKEMARK INFRATECH PRIVATE LIMITED  ,13/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,45400,Construction
KANCARE ASSISTED LIVING SOLUTIONS PRIVATE LIMITED ,13/04/21,Apr-21,Kerala,RoC-Ernakulam,Company limited by Shares,Private,Non-govt company,74999,Business Services
MEFFIER INFRA VENTURES PRIVATE LIMITED  ,13/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,45209,Construction
TILO ARTS PRIVATE LIMITED  ,13/04/21,Apr-21,Rajasthan,RoC-Jaipur,Company limited by Shares,Private,Non-govt company,36995,Manufacturing (Others)
SANCURO INFOTECH PRIVATE LIMITED  ,13/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,72900,Business Services
OSI MEDIA PRODUCTIONS PRIVATE LIMITED  ,13/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,92490,"Community, personal & Social Services"
NEXTWAY INFRATECH PRIVATE LIMITED  ,13/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,70109,Real Estate and Renting
SUHAS MAITREYA BUSINESS CONSULTING PRIVATE LIMITED ,13/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,67100,Finance
3MR HOLDINGS INVESTMENT PRIVATE LIMITED,13/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,65990,Finance
DIMAPUR CHUMUKEDIMA AGRI-FED PRODUCER COMPANY LIMITED ,13/04/21,Apr-21,Nagaland,RoC-Shillong,Company limited by Shares,Private,Non-govt company,1409,Agriculture and Allied Activities
HASHERY SPOON AND BEVERAGES PRIVATE LIMITED ,13/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,55209,Trading
BLOOMFUL DEALERS PRIVATE LIMITED  ,13/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,52599,Trading
SAROJINI JEMS & JEWELLERS PRIVATE LIMITED ,13/04/21,Apr-21,Bihar,RoC-Patna,Company limited by Shares,Private,Non-govt company,36996,Manufacturing (Others)
BANJARA CONSTRUCTION TECHNOLOGY PRIVATE LIMITED ,13/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,45200,Construction
GOLD GREEN SAGA AGRO PRIVATE LIMITED  ,13/04/21,Apr-21,Bihar,RoC-Patna,Company limited by Shares,Private,Non-govt company,15549,Manufacturing (Food stuffs)
ARANTYA IMPEX PRIVATE LIMITED  ,13/04/21,Apr-21,Bihar,RoC-Patna,Company limited by Shares,Private,Non-govt company,51909,Trading
ESPOIR NETWORKS PRIVATE LIMITED  ,13/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,64203,"Transport, storage and Communications"
ENSARV TECH SOLUTIONS PRIVATE LIMITED  ,13/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,72900,Business Services
BAD BRAINS STREETSTYLE PRIVATE LIMITED  ,13/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,18109,Manufacturing (Textiles)
FOODLYTICLE PRIVATE LIMITED  ,13/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,55209,Trading
AMRTYU IT SOLUTIONS PRIVATE LIMITED  ,13/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,72900,Business Services
DEEPNET BROADBAND PRIVATE LIMITED  ,13/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,64200,"Transport, storage and Communications"
DEVALOK PROJECTS LIMITED  ,13/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Public,Non-govt company,92490,"Community, personal & Social Services"
BINSRAJ MANAGEMENT (OPC) PRIVATE LIMITED  ,13/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private(One Person Company),Non-govt company,74999,Business Services
SAI CHARITHA INFRA DEVELOPERS PRIVATE LIMITED ,13/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,70109,Real Estate and Renting
DIGISVC SOLUTIONS PRIVATE LIMITED  ,13/04/21,Apr-21,Andhra Pradesh,RoC-Vijayawada,Company limited by Shares,Private,Non-govt company,72900,Business Services
KARANJIYA MILLETS FARMER PRODUCER COMPANY LIMITED ,13/04/21,Apr-21,Madhya Pradesh,RoC-Gwalior,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
MINFOTEK DIGITAL SOLUTION (OPC) PRIVATE LIMITED ,13/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private(One Person Company),Non-govt company,72900,Business Services
KUBERA BENEFIT FUND NIDHI LIMITED  ,13/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Public,Non-govt company,65990,Finance
WORLD HEAL PHARMACEUTICALS PRIVATE LIMITED ,13/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,51909,Trading
MEAT ISLAND PRIVATE LIMITED  ,13/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,52520,Trading
SWAMY'S ASKA INFRASTRUCTURE INDIA PRIVATE LIMITED ,13/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,45200,Construction
ABUSHA ESTATES PRIVATE LIMITED  ,13/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,70109,Real Estate and Renting
VIGNESHWARA TECHNOLOGY MANUFACTURER PRIVATE LIMITED ,13/04/21,Apr-21,Punjab,RoC-Chandigarh,Company limited by Shares,Private,Non-govt company,51909,Trading
AKKI'S CHOCOLATE HOSPITALITY AND SERVICES PRIVATE LIMITED ,13/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,15490,Manufacturing (Food stuffs)
TECHCEDENCE INFOSYSTEMS PRIVATE LIMITED  ,13/04/21,Apr-21,Tamil Nadu,RoC-Coimbatore,Company limited by Shares,Private,Non-govt company,72900,Business Services
AP FARMTECH INDIA PRIVATE LIMITED  ,13/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,15490,Manufacturing (Food stuffs)
ZIPLEADS DIGITAL (OPC) PRIVATE LIMITED  ,13/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private(One Person Company),Non-govt company,72900,Business Services
FLAVOR AR EVENT PRIVATE LIMITED  ,13/04/21,Apr-21,Bihar,RoC-Patna,Company limited by Shares,Private,Non-govt company,92190,"Community, personal & Social Services"
IWINZZ SERVICES PRIVATE LIMITED  ,13/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,74999,Business Services
BUYZONE E-COMMERCE SOLUTIONS PRIVATE LIMITED ,13/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,74900,Business Services
SUPREME AGRI SOLUTIONS PRIVATE LIMITED  ,13/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,51909,Trading
KONIKO BUILDTECH PRIVATE LIMITED  ,13/04/21,Apr-21,Bihar,RoC-Patna,Company limited by Shares,Private,Non-govt company,45209,Construction
RAITHU PANTA AGRO PRODUCTS INDIA PRIVATE LIMITED ,13/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,1400,Agriculture and Allied Activities
ELECDECK (OPC) PRIVATE LIMITED  ,13/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private(One Person Company),Non-govt company,92419,"Community, personal & Social Services"
VK-IDS TECHNOLOGY PRIVATE LIMITED  ,13/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,36900,Manufacturing (Others)
SAMAR OPTICS (INDIA) PRIVATE LIMITED  ,13/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,33301,Manufacturing (Machinery & Equipments)
ANAKKARA CARDAMOM PRODUCER COMPANY LIMITED ,13/04/21,Apr-21,Kerala,RoC-Ernakulam,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
ADNATION GLOBAL ADVERTISING TECH (OPC) PRIVATE LIMITED ,13/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private(One Person Company),Non-govt company,72900,Business Services
SWARAJ SRIJJAN FOUNDATION  ,13/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
MILEN MEDICO HEALTHCARE (OPC) PRIVATE LIMITED ,13/04/21,Apr-21,Orissa,RoC-Cuttack,Company limited by Shares,Private(One Person Company),Non-govt company,51909,Trading
MGCL PRIVATE LIMITED  ,13/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,5000,Agriculture and Allied Activities
COCONUT SHELL RESTAURANTS PRIVATE LIMITED ,13/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,55101,Trading
KLUBKART INTERIOR DESIGNER AND SERVICES PRIVATE LIMITED ,13/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,74200,Business Services
ECO ALARMIST FOUNDATION  ,13/04/21,Apr-21,Assam,RoC-Shillong,Company Limited by Guarantee,Private,Non-govt company,85300,"Community, personal & Social Services"
SANATHANA TRANSGLOBAL PRIVATE LIMITED  ,13/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,51909,Trading
SOLEFIT HEALTHCARE EQUIPMENTS PRIVATE LIMITED ,13/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,33309,Manufacturing (Machinery & Equipments)
MARUTHI CONVENTION PRIVATE LIMITED  ,13/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,92190,"Community, personal & Social Services"
GROOMEY INDIA PRIVATE LIMITED  ,13/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,72900,Business Services
GAU VIGO ORGANICS PRIVATE LIMITED  ,13/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
MEGA DEALS HOUSING PRIVATE LIMITED  ,13/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,45400,Construction
SHREESHYAM FARMFRESH PRODUCER COMPANY LIMITED ,13/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,1409,Agriculture and Allied Activities
ZEIL INFINITY ENTERPRISES PRIVATE LIMITED ,13/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,74210,Business Services
SUKHDEYI INDIA ENTERPRISES PRIVATE LIMITED ,13/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,24299,"Manufacturing (Metals & Chemicals, and products thereof)"
YOUNGINEERS PRIVATE LIMITED  ,13/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,36999,Manufacturing (Others)
VIRTUALPIXELS MULTISERVICES PRIVATE LIMITED ,13/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,72900,Business Services
ACCROVILEX ESTATE PRIVATE LIMITED  ,13/04/21,Apr-21,Orissa,RoC-Cuttack,Company limited by Shares,Private,Non-govt company,70109,Real Estate and Renting
PRACHAR IMPEX PRIVATE LIMITED  ,13/04/21,Apr-21,Andhra Pradesh,RoC-Vijayawada,Company limited by Shares,Private,Non-govt company,15490,Manufacturing (Food stuffs)
AHAVA SERVICES PRIVATE LIMITED  ,13/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Subsidiary of Foreign Company,72900,Business Services
LAWHALE AND SONS SOFTWARES PRIVATE LIMITED ,13/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,72900,Business Services
YAARMALL PRIVATE LIMITED  ,13/04/21,Apr-21,Kerala,RoC-Ernakulam,Company limited by Shares,Private,Non-govt company,74999,Business Services
VANKHANDI AYURVED PRIVATE LIMITED  ,13/04/21,Apr-21,Rajasthan,RoC-Jaipur,Company limited by Shares,Private,Non-govt company,24290,"Manufacturing (Metals & Chemicals, and products thereof)"
JAI SANTOSHI INFOSYSTEMS PRIVATE LIMITED  ,13/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,72900,Business Services
KOTHARI CAPITAL PRIVATE LIMITED  ,13/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,65990,Finance
SCHARF HITECH SOLUTIONS PRIVATE LIMITED  ,13/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,72900,Business Services
LAKHNIPUR ORGANIC (OPC) PRIVATE LIMITED  ,13/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private(One Person Company),Non-govt company,1100,Agriculture and Allied Activities
